2.16.82.0,,2.16.83.255,,GTT Communications
188.164.2.160,,188.164.2.191,,Avanti Broadband
188.164.20.0,,188.164.20.255,,Avanti Broadband
188.164.30.64,,188.164.30.95,,Avanti Broadband
188.164.97.48,,188.164.97.63,,Avanti Broadband
188.164.97.96,,188.164.97.127,,Avanti Broadband
188.172.128.0,,188.172.143.255,,Zendesk International 
188.172.229.0,,188.172.229.255,,Interop Technologies
188.211.169.0,,188.211.169.255,,Denetron LLC
188.212.4.0,,188.212.4.255,,GTT Communications 
188.215.66.0,,188.215.66.255,,GTT Communications 
188.215.249.0,,188.215.249.255,,GTT Communications 
188.240.75.0,,188.240.75.255,,GTT Communications 
191.232.138.0,,191.232.139.255,,Microsoft 
191.234.81.57,,191.234.81.57,,Microsoft 
191.234.81.155,,191.234.81.155,,Microsoft 
191.234.81.159,,191.234.81.159,,Microsoft 
191.234.84.232,,191.234.84.233,,Microsoft 
191.234.85.38,,191.234.85.38,,Microsoft 
191.234.85.177,,191.234.85.177,,Microsoft 
191.234.85.179,,191.234.85.179,,Microsoft 
191.235.128.0,,191.235.195.255,,Microsoft 
191.235.208.0,,191.235.223.255,,Microsoft 
191.235.248.0,,191.235.255.255,,Microsoft 
191.237.192.0,,191.237.194.255,,Microsoft 
191.237.196.0,,191.237.199.255,,Microsoft 
191.237.208.0,,191.237.223.255,,Microsoft 
191.238.96.0,,191.238.127.255,,Microsoft 
191.239.208.0,,191.239.223.255,,Microsoft 
192.35.207.0,,192.35.207.255,,HEAnet 
192.67.3.0,,192.67.3.255,,Saint Patrick's College Maynooth
192.76.165.0,,192.76.165.255,,LineSight Ireland
192.92.94.0,,192.92.94.255,,Symantec 
192.104.154.0,,192.104.154.255,,Musgrave 
192.107.110.0,,192.107.110.255,,Eircom
192.111.39.0,,192.111.39.255,,BT Communications 
192.122.216.0,,192.122.216.255,,Mentec Computer Systems 
192.122.223.0,,192.122.223.255,,Irish Meteoreological Service
192.135.225.0,,192.135.225.255,,Eurokom 
192.159.109.0,,192.159.109.255,,Harland & Wolf Shipbuilding and Heavy Industries
192.159.118.0,,192.159.118.255,,Aer Lingus
192.162.216.0,,192.162.219.255,,j2 Global Ireland 
192.188.127.0,,192.188.127.255,,Feasa Enterprises 
192.195.42.0,,192.195.43.255,,Jisc Services 
193.1.0.0,,193.1.255.255,,HEAnet 
193.31.214.0,,193.31.215.255,,Continent 8 
193.32.101.0,,193.32.101.255,,GIE AXA Technology Services 
193.34.80.0,,193.34.83.255,,SSA 
193.35.37.0,,193.35.37.255,,j2 Global Ireland 
193.36.43.0,,193.36.43.255,,Blacknight Internet Solutions
193.84.26.0,,193.84.26.255,,Premiere Global Services
193.95.128.0,,193.95.176.23,,BT Communications 
193.95.176.32,,193.95.176.63,,BT Communications 
193.95.176.72,,193.95.178.39,,BT Communications 
193.95.178.48,,193.95.178.79,,BT Communications 
193.95.178.88,,193.95.178.103,,BT Communications 
193.95.178.112,,193.95.181.175,,BT Communications 
193.95.181.192,,193.95.190.111,,BT Communications 
193.95.190.120,,193.95.191.127,,BT Communications 
193.95.191.192,,193.95.191.255,,BT Communications 
193.104.136.0,,193.104.136.255,,VHI Healthcare
193.104.215.0,,193.104.215.255,,Level 3 
193.105.145.0,,193.105.145.255,,Pure Telecom 
193.105.253.0,,193.105.253.255,,Pay And Shop 
193.111.82.0,,193.111.82.255,,Payzone Group 
193.120.0.0,,193.120.1.255,,BT Communications 
193.120.3.0,,193.120.5.255,,BT Communications 
193.120.6.32,,193.120.6.191,,BT Communications 
193.120.8.0,,193.120.10.255,,BT Communications 
193.120.12.0,,193.120.12.255,,BT Communications 
193.120.14.0,,193.120.35.255,,BT Communications 
193.120.40.0,,193.120.43.207,,Leeson Telecom 
193.120.43.224,,193.120.46.223,,BT Communications 
193.120.46.240,,193.120.47.255,,BT Communications 
193.120.49.0,,193.120.49.255,,BT Communications 
193.120.51.0,,193.120.51.191,,BT Communications 
193.120.51.224,,193.120.69.255,,BT Communications 
193.120.72.0,,193.120.72.255,,BT Communications 
193.120.74.0,,193.120.84.191,,BT Communications 
193.120.85.0,,193.120.93.255,,BT Communications 
193.120.96.0,,193.120.100.31,,BT Communications 
193.120.100.40,,193.120.100.111,,BT Communications 
193.120.100.120,,193.120.100.215,,BT Communications 
193.120.100.225,,193.120.100.255,,BT Communications 
193.120.104.0,,193.120.106.247,,BT Communications 
193.120.107.0,,193.120.108.63,,BT Communications 
193.120.108.96,,193.120.110.231,,BT Communications 
193.120.110.240,,193.120.111.119,,BT Communications 
193.120.111.128,,193.120.112.255,,BT Communications 
193.120.114.0,,193.120.114.119,,BT Communications 
193.120.114.128,,193.120.117.31,,BT Communications 
193.120.117.48,,193.120.117.255,,BT Communications 
193.120.119.0,,193.120.120.31,,BT Communications 
193.120.120.48,,193.120.121.127,,BT Communications 
193.120.121.192,,193.120.124.199,,BT Communications 
193.120.124.208,,193.120.124.215,,BT Communications 
193.120.124.224,,193.120.126.79,,BT Communications 
193.120.126.88,,193.120.126.223,,BT Communications 
193.120.126.232,,193.120.127.143,,BT Communications 
193.120.127.160,,193.120.127.223,,BT Communications 
193.120.127.239,,193.120.129.119,,BT Communications 
193.120.129.128,,193.120.130.207,,BT Communications 
193.120.130.224,,193.120.136.7,,BT Communications 
193.120.136.16,,193.120.136.111,,BT Communications 
193.120.136.128,,193.120.137.47,,BT Communications 
193.120.137.56,,193.120.138.127,,BT Communications 
193.120.138.144,,193.120.140.39,,BT Communications 
193.120.140.48,,193.120.140.55,,BT Communications 
193.120.140.64,,193.120.140.183,,BT Communications 
193.120.140.192,,193.120.144.87,,BT Communications 
193.120.144.96,,193.120.144.215,,BT Communications 
193.120.144.224,,193.120.145.71,,BT Communications 
193.120.145.80,,193.120.146.159,,BT Communications 
193.120.146.176,,193.120.147.127,,BT Communications 
193.120.147.160,,193.120.153.191,,BT Communications 
193.120.154.0,,193.120.166.63,,BT Communications 
193.120.166.128,,193.120.168.135,,BT Communications 
193.120.168.143,,193.120.171.47,,BT Communications 
193.120.171.64,,193.120.171.255,,BT Communications 
193.120.173.0,,193.120.173.23,,BT Communications 
193.120.173.32,,193.120.173.167,,BT Communications 
193.120.173.176,,193.120.179.255,,BT Communications 
193.120.196.0,,193.120.198.255,,BT Communications 
193.120.200.0,,193.120.204.95,,BT Communications 
193.120.204.104,,193.120.204.248,,BT Communications 
193.120.204.255,,193.120.211.255,,BT Communications 
193.120.213.0,,193.120.218.143,,BT Communications 
193.120.218.160,,193.120.224.135,,BT Communications 
193.120.224.144,,193.120.225.39,,BT Communications 
193.120.225.48,,193.120.225.63,,BT Communications 
193.120.225.72,,193.120.225.79,,BT Communications 
193.120.225.88,,193.120.225.143,,BT Communications 
193.120.225.160,,193.120.236.159,,BT Communications 
193.120.236.224,,193.120.238.23,,BT Communications 
193.120.238.32,,193.120.238.151,,BT Communications 
193.120.238.159,,193.120.238.223,,BT Communications 
193.120.238.232,,193.120.242.255,,BT Communications 
193.120.244.0,,193.120.248.255,,BT Communications 
193.120.249.16,,193.120.249.31,,BT Communications 
193.120.249.40,,193.120.250.255,,BT Communications 
193.120.252.0,,193.120.253.255,,BT Communications 
193.120.255.0,,193.120.255.255,,BT Communications 
193.138.100.0,,193.138.100.255,,Atos It Solutions And Services 
193.149.47.64,,193.149.47.255,,SpaceNet AG
193.149.88.0,,193.149.95.255,,Microsoft 
193.164.220.0,,193.164.221.255,,Adobe Systems Software Ireland 
193.178.1.0,,193.178.30.255,,Irish Government
193.178.40.0,,193.178.41.255,,Eircom
193.178.53.0,,193.178.53.255,,BT Communications 
193.178.64.0,,193.178.111.255,,Irish Government
193.178.114.0,,193.178.114.255,,Temple Street Children's University Hospital
193.178.116.0,,193.178.116.255,,Royal Bank Of Scotland
193.186.4.0,,193.186.4.255,,Google
193.189.66.0,,193.189.67.255,,Dublin Enterprise & Technology Centre 
193.200.155.0,,193.200.155.255,,Lighthouse Networks 
193.203.128.0,,193.203.159.255,,BT Communications 
193.218.207.64,,193.218.207.79,,Internet Assigned Numbers Authority
193.240.43.226,,193.240.43.226,,Asavie Technologies 
193.240.93.100,,193.240.93.103,,Level 3 
193.242.111.0,,193.242.111.255,,Internet Neutral Exchange Association 
194.0.76.0,,194.0.79.255,,Cork Community Broadband Limited
194.0.196.0,,194.0.196.255,,Omnipay 
194.0.226.0,,194.0.226.255,,Susquehanna International Group 
194.0.241.0,,194.0.241.255,,COLT Technology 
194.9.252.0,,194.9.252.255,,General Electric Company
194.10.1.96,,194.10.1.103,,AT&T Global Network Services  
194.10.2.96,,194.10.2.103,,AT&T Global Network Services  
194.10.162.0,,194.10.162.255,,AT&T Global Network Services  
194.46.192.0,,194.46.240.255,,BT Communications 
194.46.243.0,,194.46.248.255,,BT Communications 
194.46.253.0,,194.46.253.255,,BT Communications 
194.69.100.0,,194.69.101.255,,Microsoft 
194.69.198.0,,194.69.199.255,,Allied Irish Banks 
194.73.145.0,,194.73.145.255,,British Telecommunications 
194.76.247.0,,194.76.247.255,,Telecity Group 
194.88.4.0,,194.88.4.255,,DeCare Systems Ireland 
194.88.240.0,,194.88.241.255,,Internet Neutral Exchange Association 
194.106.128.0,,194.106.159.255,,Eircom
194.110.144.0,,194.110.147.255,,Northwest Broadband Connect 
194.112.79.213,,194.112.79.214,,Vodafone 
194.117.110.36,,194.117.110.39,,CBT Systems
194.117.122.140,,194.117.122.140,,Coras Iompair Eireann
194.117.124.45,,194.117.124.45,,Iona Technologies 
194.117.127.99,,194.117.127.99,,Dell Computer Corporation
194.125.0.0,,194.125.47.255,,BT Communications 
194.125.52.0,,194.125.54.255,,BT Communications 
194.125.56.0,,194.125.223.255,,BT Communications 
194.140.234.0,,194.140.234.255,,Banta Global Turnkey 
194.145.128.0,,194.145.135.255,,BT Communications 
194.149.76.0,,194.149.79.255,,Weblink Telecom 
194.153.98.0,,194.153.98.255,,Telecity Group 
194.165.37.0,,194.165.37.255,,Irish Nationwide Building Society
194.165.160.0,,194.165.167.255,,BT Communications 
194.165.183.0,,194.165.191.47,,BT Communications 
194.165.191.64,,194.165.191.255,,BT Communications 
194.180.60.0,,194.180.63.255,,SCC Broadband 
194.194.17.0,,194.194.17.255,,AT&T
194.196.13.148,,194.196.13.148,,AT&T
194.196.64.0,,194.196.65.255,,AT&T
194.196.148.32,,194.196.148.39,,AT&T
194.196.148.48,,194.196.148.63,,AT&T
194.196.148.176,,194.196.148.191,,AT&T
194.196.148.224,,194.196.148.239,,AT&T
194.196.246.0,,194.196.246.63,,AT&T
194.196.246.128,,194.196.246.223,,AT&T
194.205.142.176,,194.205.142.191,,Vodafone
194.213.29.0,,194.213.29.255,,Blueface Ltd.
194.221.212.32,,194.221.212.39,,Vodafone
194.253.42.0,,194.253.42.255,,Waterford Crystal
194.253.169.144,,194.253.169.159,,Louisiana Pacific Coillte
194.253.248.80,,194.253.248.95,,IBM Ireland Limited
195.2.1.30,,195.2.1.30,,Vodafone
195.2.1.49,,195.2.1.49,,Vodafone
195.2.1.117,,195.2.1.117,,Vodafone
195.2.1.162,,195.2.1.162,,Vodafone
195.2.2.161,,195.2.2.161,,Vodafone
195.2.7.0,,195.2.7.4,,Vodafone
195.2.7.6,,195.2.7.92,,Vodafone
195.2.7.95,,195.2.7.96,,Vodafone
195.2.7.98,,195.2.7.104,,Vodafone
195.2.7.107,,195.2.7.112,,Vodafone
195.2.7.115,,195.2.7.116,,Vodafone
195.2.7.119,,195.2.7.255,,Vodafone
195.2.8.93,,195.2.8.93,,Vodafone
195.2.16.209,,195.2.16.212,,Vodafone
195.2.16.226,,195.2.16.226,,Vodafone
195.2.16.230,,195.2.16.230,,Vodafone
195.2.20.193,,195.2.20.193,,Vodafone
195.2.21.1,,195.2.21.2,,Vodafone
195.2.21.14,,195.2.21.14,,Vodafone
195.2.21.182,,195.2.21.182,,Vodafone
195.2.21.242,,195.2.21.242,,Vodafone
195.2.22.33,,195.2.22.33,,Vodafone
195.2.23.0,,195.2.23.4,,Vodafone
195.2.23.7,,195.2.23.8,,Vodafone
195.2.23.11,,195.2.23.13,,Vodafone
195.2.23.15,,195.2.23.16,,Vodafone
195.2.23.19,,195.2.23.20,,Vodafone
195.2.23.23,,195.2.23.32,,Vodafone
195.2.23.35,,195.2.23.36,,Vodafone
195.2.23.39,,195.2.23.40,,Vodafone
195.2.23.43,,195.2.23.44,,Vodafone
195.2.23.47,,195.2.23.56,,Vodafone
195.2.23.58,,195.2.23.60,,Vodafone
195.2.23.63,,195.2.23.64,,Vodafone
195.2.23.67,,195.2.23.80,,Vodafone
195.2.23.82,,195.2.23.84,,Vodafone
195.2.23.86,,195.2.23.92,,Vodafone
195.2.23.94,,195.2.23.96,,Vodafone
195.2.23.98,,195.2.23.100,,Vodafone
195.2.23.103,,195.2.23.104,,Vodafone
195.2.23.106,,195.2.23.112,,Vodafone
195.2.23.114,,195.2.23.116,,Vodafone
195.2.23.118,,195.2.23.120,,Vodafone
195.2.23.122,,195.2.23.124,,Vodafone
195.2.23.127,,195.2.23.132,,Vodafone
195.2.23.134,,195.2.23.144,,Vodafone
195.2.23.147,,195.2.23.160,,Vodafone
195.2.23.163,,195.2.23.164,,Vodafone
195.2.23.166,,195.2.23.168,,Vodafone
195.2.23.170,,195.2.23.180,,Vodafone
195.2.23.182,,195.2.23.184,,Vodafone
195.2.23.187,,195.2.23.188,,Vodafone
195.2.23.191,,195.2.23.192,,Vodafone
195.2.23.194,,195.2.23.196,,Vodafone
195.2.23.198,,195.2.23.200,,Vodafone
195.2.23.202,,195.2.23.204,,Vodafone
195.2.23.206,,195.2.23.208,,Vodafone
195.2.23.210,,195.2.23.212,,Vodafone
195.2.23.214,,195.2.23.216,,Vodafone
195.2.23.219,,195.2.23.228,,Vodafone
195.2.23.230,,195.2.23.232,,Vodafone
195.2.23.235,,195.2.23.236,,Vodafone
195.2.23.239,,195.2.23.240,,Vodafone
195.2.23.243,,195.2.23.244,,Vodafone
195.2.23.246,,195.2.23.255,,Vodafone
195.2.25.138,,195.2.25.138,,Vodafone
195.2.25.146,,195.2.25.146,,Vodafone
195.2.25.189,,195.2.25.189,,Vodafone
195.2.27.13,,195.2.27.13,,Vodafone
195.2.27.17,,195.2.27.18,,Vodafone
195.2.27.21,,195.2.27.22,,Vodafone
195.2.27.25,,195.2.27.26,,Vodafone
195.2.27.30,,195.2.27.30,,Vodafone
195.2.27.33,,195.2.27.33,,Vodafone
195.2.27.37,,195.2.27.38,,Vodafone
195.2.27.41,,195.2.27.42,,Vodafone
195.2.27.45,,195.2.27.46,,Vodafone
195.2.27.49,,195.2.27.50,,Vodafone
195.2.27.57,,195.2.27.58,,Vodafone
195.2.27.61,,195.2.27.62,,Vodafone
195.2.27.65,,195.2.27.65,,Vodafone
195.2.27.69,,195.2.27.69,,Vodafone
195.2.27.73,,195.2.27.73,,Vodafone
195.2.27.77,,195.2.27.78,,Vodafone
195.2.27.81,,195.2.27.81,,Vodafone
195.2.27.93,,195.2.27.94,,Vodafone
195.2.27.97,,195.2.27.97,,Vodafone
195.2.27.101,,195.2.27.101,,Vodafone
195.2.27.105,,195.2.27.105,,Vodafone
195.2.27.109,,195.2.27.110,,Vodafone
195.2.27.113,,195.2.27.114,,Vodafone
195.2.27.125,,195.2.27.125,,Vodafone
195.2.27.137,,195.2.27.137,,Vodafone
195.2.27.141,,195.2.27.142,,Vodafone
195.2.27.145,,195.2.27.146,,Vodafone
195.2.27.253,,195.2.27.254,,Vodafone
195.2.28.165,,195.2.28.165,,Vodafone
195.2.30.110,,195.2.30.110,,Vodafone
195.2.30.253,,195.2.30.254,,Vodafone
195.2.202.0,,195.2.203.255,,Modeva Interactive
195.5.172.0,,195.5.172.255,,Open Source Solutions 
195.7.32.0,,195.7.63.255,,Eircom
195.7.225.0,,195.7.226.255,,Namesco 
195.7.228.0,,195.7.228.255,,Namesco 
195.10.4.72,,195.10.4.79,,Vodafone
195.12.254.109,,195.12.254.110,,Telia Company
195.16.170.0,,195.16.170.255,,Level 3 
195.16.186.136,,195.16.186.143,,Level 3 
195.22.207.0,,195.22.207.63,,Telecom Italia Sparkle 
195.27.3.0,,195.27.3.31,,Vodafone
195.27.3.64,,195.27.3.95,,Vodafone
195.27.3.136,,195.27.3.191,,Vodafone
195.27.14.8,,195.27.14.23,,Vodafone
195.27.14.32,,195.27.14.55,,Vodafone
195.27.14.64,,195.27.14.119,,Vodafone
195.27.14.128,,195.27.14.255,,Vodafone
195.33.4.0,,195.33.4.7,,AT&T
195.33.126.0,,195.33.126.7,,AT&T
195.33.127.16,,195.33.127.23,,AT&T
195.43.155.0,,195.43.155.255,,TuxBox
195.51.229.0,,195.51.229.199,,Jurys Hotel Group
195.51.229.208,,195.51.229.255,,Aer Lingus
195.51.248.224,,195.51.248.239,,Ohshima Electronics Manufacturing 
195.59.136.0,,195.59.137.255,,Vodafone
195.59.140.0,,195.59.140.47,,Vodafone
195.59.141.0,,195.59.141.255,,Vodafone
195.59.142.128,,195.59.142.143,,Vodafone
195.59.142.208,,195.59.143.255,,Vodafone
195.59.157.96,,195.59.157.111,,Vodafone
195.59.175.112,,195.59.175.127,,Vodafone
195.59.175.192,,195.59.175.207,,Vodafone
195.59.175.224,,195.59.175.255,,Vodafone
195.59.177.16,,195.59.177.31,,Vodafone
195.59.244.229,,195.59.244.229,,Vodafone
195.59.245.221,,195.59.245.221,,Vodafone
195.59.245.249,,195.59.245.249,,Vodafone
195.59.245.253,,195.59.245.253,,Vodafone
195.59.246.17,,195.59.246.17,,Vodafone
195.60.82.64,,195.60.82.127,,Exchange West
195.66.75.0,,195.66.75.255,,Western Union International Limited
195.75.221.0,,195.75.221.11,,AT&T
195.75.221.16,,195.75.221.31,,AT&T
195.75.240.168,,195.75.240.175,,AT&T
195.79.154.224,,195.79.154.255,,AT Cross Company
195.79.198.0,,195.79.198.255,,DataProducts Ireland 
195.79.199.56,,195.79.199.63,,Aer Lingus
195.79.212.0,,195.79.212.127,,AT Cross Company
195.79.218.0,,195.79.218.255,,Celestia Ireland 
195.79.229.192,,195.79.229.255,,Irish Merchants
195.89.17.21,,195.89.17.21,,Vodafone
195.89.17.25,,195.89.17.25,,Vodafone
195.89.97.237,,195.89.97.237,,Vodafone
195.89.98.77,,195.89.98.77,,Vodafone
195.89.99.189,,195.89.99.189,,Vodafone
195.89.99.213,,195.89.99.213,,Vodafone
195.89.99.253,,195.89.99.253,,Vodafone
195.89.100.49,,195.89.100.49,,Vodafone
195.89.101.13,,195.89.101.14,,Vodafone
195.89.101.29,,195.89.101.29,,Vodafone
195.89.101.73,,195.89.101.74,,Vodafone
195.89.101.77,,195.89.101.78,,Vodafone
195.89.101.113,,195.89.101.114,,Vodafone
195.89.101.117,,195.89.101.118,,Vodafone
195.89.105.121,,195.89.105.121,,Vodafone
195.89.107.29,,195.89.107.29,,Vodafone
195.89.107.109,,195.89.107.110,,Vodafone
195.89.107.113,,195.89.107.114,,Vodafone
195.89.112.13,,195.89.112.14,,Vodafone
195.89.112.181,,195.89.112.182,,Vodafone
195.89.112.185,,195.89.112.186,,Vodafone
195.89.245.96,,195.89.245.103,,Vodafone
195.93.132.0,,195.93.133.255,,Modeva Interactive
195.95.190.0,,195.95.191.255,,Canada Life Group Services 
195.112.165.28,,195.112.165.31,,Lufthansa Airmotive 
195.112.168.228,,195.112.168.231,,Shannon Aerospace 
195.112.178.185,,195.112.178.185,,Lufthansa Airmotive 
195.112.182.55,,195.112.182.55,,Midland Health Board
195.112.182.125,,195.112.182.125,,North Western Healthboard
195.112.183.132,,195.112.183.132,,Fas Training and Employment Authority
195.112.183.150,,195.112.183.150,,"Dept.of Agriculture, Food & Forestry"
195.112.190.72,,195.112.190.72,,Shannon Aerospace 
195.118.17.0,,195.118.17.255,,Data Dimensions
195.129.22.192,,195.129.22.255,,MCI Communications 
195.129.36.0,,195.129.36.255,,MCI Communications 
195.129.80.0,,195.129.80.255,,MCI Communications 
195.129.229.0,,195.129.229.255,,MCI Communications 
195.152.233.192,,195.152.233.207,,Telstra Europe 
195.162.84.0,,195.162.87.255,,East Cork Broadband
195.166.122.72,,195.166.122.75,,Level 3 
195.166.123.240,,195.166.123.247,,Level 3 
195.166.126.0,,195.166.126.255,,Agora Publishing Services
195.183.34.128,,195.183.34.255,,AT&T
195.183.132.64,,195.183.132.127,,AT&T
195.183.138.144,,195.183.138.159,,AT&T
195.183.139.0,,195.183.139.255,,AT&T
195.183.147.64,,195.183.147.127,,AT&T
195.183.189.64,,195.183.189.95,,AT&T
195.183.193.0,,195.183.193.255,,AT&T
195.183.199.224,,195.183.199.239,,AT&T
195.189.128.0,,195.189.129.255,,Dublin Enterprise & Technology Centre 
195.191.28.0,,195.191.29.255,,Internet Protocol Telecom 
195.211.224.0,,195.211.227.255,,Fort Technologies
195.212.132.0,,195.212.133.255,,AT&T
195.218.96.0,,195.218.127.255,,Vodafone Limited
195.219.16.48,,195.219.16.55,,TATA Communications 
195.219.17.144,,195.219.17.151,,TATA Communications 
195.222.108.0,,195.222.111.255,,Airwire 
195.233.240.0,,195.233.243.255,,Vodafone Italia 
195.245.90.0,,195.245.91.255,,Elavon Financial Services 
195.248.80.0,,195.248.80.255,,Allied Irish Banks 
196.16.227.0,,196.16.227.255,,Digiweb 
196.19.238.0,,196.19.239.255,,Digiweb 
198.153.196.0,,198.153.196.255,,Symantec 
198.200.130.37,,198.200.130.38,,Microsoft 
198.200.130.121,,198.200.130.122,,Microsoft 
198.200.130.201,,198.200.130.202,,Microsoft 
198.200.130.253,,198.200.130.253,,Microsoft 
198.206.164.141,,198.206.164.141,,Microsoft 
198.206.164.166,,198.206.164.167,,Microsoft 
199.30.21.0,,199.30.21.255,,Microsoft 
199.30.28.0,,199.30.28.63,,Microsoft 
204.15.69.0,,204.15.69.255,,Forcepoint 
204.79.13.0,,204.79.21.255,,EuroKom 
204.152.140.122,,204.152.140.123,,Microsoft 
204.152.140.134,,204.152.140.135,,Microsoft 
204.152.141.117,,204.152.141.117,,Microsoft 
204.152.141.123,,204.152.141.123,,Microsoft 
204.152.141.125,,204.152.141.125,,Microsoft 
204.152.141.129,,204.152.141.129,,Microsoft 
204.152.141.135,,204.152.141.135,,Microsoft 
204.152.141.141,,204.152.141.141,,Microsoft 
204.152.141.145,,204.152.141.145,,Microsoft 
204.152.141.155,,204.152.141.155,,Microsoft 
204.152.141.157,,204.152.141.157,,Microsoft 
204.152.141.159,,204.152.141.159,,Microsoft 
204.152.141.161,,204.152.141.161,,Microsoft 
204.152.141.175,,204.152.141.175,,Microsoft 
204.152.141.213,,204.152.141.213,,Microsoft 
204.231.240.0,,204.231.240.255,,Bombardier
204.231.255.0,,204.231.255.255,,Piggyback Microsoft
204.245.6.61,,204.245.6.62,,Level 3 
204.245.13.85,,204.245.13.86,,Level 3 
204.246.189.0,,204.246.189.255,,Amazon
205.138.35.136,,205.138.35.143,,Savvis
205.157.81.201,,205.157.81.201,,Office Depot
205.217.7.128,,205.217.7.255,,Savvis
205.248.39.0,,205.248.39.255,,EuroKom 
206.25.248.64,,206.25.248.79,,Savvis
206.31.17.80,,206.31.17.95,,Savvis
206.73.71.0,,206.73.76.255,,British Telecommunications
206.73.78.0,,206.73.78.255,,British Telecommunications
206.73.185.0,,206.73.185.255,,British Telecommunications
206.165.25.153,,206.165.25.154,,Level 3 
206.165.72.201,,206.165.72.202,,Level 3 
206.182.15.0,,206.182.15.255,,Chubb
206.182.125.192,,206.182.125.223,,NFONET Services  
206.223.169.16,,206.223.169.31,,Beanfield Technologies 
206.223.178.80,,206.223.178.95,,Beanfield Technologies 
206.223.178.224,,206.223.178.239,,Beanfield Technologies 
207.46.32.78,,207.46.32.78,,Microsoft 
207.46.33.48,,207.46.33.49,,Microsoft 
207.46.34.0,,207.46.34.1,,Microsoft 
207.46.34.57,,207.46.34.58,,Microsoft 
207.46.34.60,,207.46.34.60,,Microsoft 
207.46.34.62,,207.46.34.62,,Microsoft 
207.46.34.148,,207.46.34.148,,Microsoft 
207.46.34.150,,207.46.34.150,,Microsoft 
207.46.34.152,,207.46.34.152,,Microsoft 
207.46.34.158,,207.46.34.158,,Microsoft 
207.46.34.163,,207.46.34.163,,Microsoft 
207.46.34.219,,207.46.34.219,,Microsoft 
207.46.36.249,,207.46.36.250,,Microsoft 
207.46.37.38,,207.46.37.38,,Microsoft 
207.46.37.232,,207.46.37.232,,Microsoft 
207.46.38.7,,207.46.38.7,,Microsoft 
207.46.39.40,,207.46.39.40,,Microsoft 
207.46.40.182,,207.46.40.182,,Microsoft 
207.46.40.184,,207.46.40.184,,Microsoft 
207.46.41.129,,207.46.41.132,,Microsoft 
207.46.42.18,,207.46.42.18,,Microsoft 
207.46.42.22,,207.46.42.22,,Microsoft 
207.46.42.27,,207.46.42.27,,Microsoft 
207.46.42.36,,207.46.42.36,,Microsoft 
207.46.42.84,,207.46.42.84,,Microsoft 
207.46.42.88,,207.46.42.88,,Microsoft 
207.46.42.96,,207.46.42.97,,Microsoft 
207.46.42.113,,207.46.42.113,,Microsoft 
207.46.42.115,,207.46.42.115,,Microsoft 
207.46.42.118,,207.46.42.119,,Microsoft 
207.46.42.124,,207.46.42.126,,Microsoft 
207.46.42.128,,207.46.42.128,,Microsoft 
207.46.42.134,,207.46.42.134,,Microsoft 
207.46.42.136,,207.46.42.136,,Microsoft 
207.46.42.138,,207.46.42.138,,Microsoft 
207.46.42.140,,207.46.42.140,,Microsoft 
207.46.42.154,,207.46.42.156,,Microsoft 
207.46.42.158,,207.46.42.158,,Microsoft 
207.46.42.170,,207.46.42.171,,Microsoft 
207.46.42.185,,207.46.42.185,,Microsoft 
207.46.42.191,,207.46.42.191,,Microsoft 
207.46.42.211,,207.46.42.211,,Microsoft 
207.46.42.215,,207.46.42.215,,Microsoft 
207.46.42.220,,207.46.42.221,,Microsoft 
207.46.42.224,,207.46.42.225,,Microsoft 
207.46.42.228,,207.46.42.229,,Microsoft 
207.46.42.249,,207.46.42.249,,Microsoft 
207.46.43.45,,207.46.43.46,,Microsoft 
207.46.44.48,,207.46.44.48,,Microsoft 
207.46.44.51,,207.46.44.51,,Microsoft 
207.46.44.57,,207.46.44.58,,Microsoft 
207.46.44.63,,207.46.44.63,,Microsoft 
207.46.44.73,,207.46.44.73,,Microsoft 
207.46.44.158,,207.46.44.158,,Microsoft 
207.46.45.224,,207.46.45.224,,Microsoft 
207.46.45.226,,207.46.45.226,,Microsoft 
207.46.45.234,,207.46.45.234,,Microsoft 
207.46.45.237,,207.46.45.237,,Microsoft 
207.46.45.239,,207.46.45.239,,Microsoft 
207.46.45.247,,207.46.45.247,,Microsoft 
207.46.46.229,,207.46.46.229,,Microsoft 
207.46.46.231,,207.46.46.231,,Microsoft 
207.46.47.104,,207.46.47.104,,Microsoft 
207.46.47.233,,207.46.47.233,,Microsoft 
207.46.194.0,,207.46.194.255,,Microsoft 
207.46.219.43,,207.46.219.44,,Microsoft 
207.46.219.145,,207.46.219.146,,Microsoft 
207.46.219.173,,207.46.219.174,,Microsoft 
207.46.219.223,,207.46.219.223,,Microsoft 
207.46.219.225,,207.46.219.225,,Microsoft 
207.50.128.1,,207.50.128.1,,Vodafone
207.68.174.32,,207.68.174.39,,Microsoft 
207.68.174.80,,207.68.174.95,,Microsoft 
207.68.174.136,,207.68.174.143,,Microsoft 
207.68.174.152,,207.68.174.159,,Microsoft 
207.68.174.248,,207.68.174.255,,Microsoft 
207.138.95.145,,207.138.95.146,,Level 3 
207.209.64.0,,207.209.64.255,,British Telecommunications 
207.254.24.0,,207.254.31.255,,Virtual Citadel 
207.254.68.0,,207.254.71.255,,Virtual Citadel 
208.27.68.56,,208.27.68.56,,Sprint
208.48.1.109,,208.48.1.110,,Level 3 
208.48.33.81,,208.48.33.82,,Level 3 
